STNAME,CTYNAME,POPESTIMATE2020,GEOID,MEDIAN_HOUSEHOLD_INCOME,CENTROID
Nebraska,Madison County,35530,31119,63482,POINT (-131821.56666828232 2102715.95618743)
Nebraska,Merrick County,7660,31121,68754,POINT (-169632.82823690586 2019427.0045476337)
Nebraska,Morrill County,4558,31123,58889,POINT (-578430.0211653041 2100588.6202032007)
Nebraska,Nance County,3394,31125,62863,POINT (-165389.300621705 2045236.4966136385)
Nebraska,Nemaha County,7085,31127,61933,POINT (12259.52324128881 1930146.8900350395)
Nebraska,Nuckolls County,4091,31129,57278,POINT (-172820.51392486633 1908600.338528865)
Nebraska,Otoe County,15903,31131,70433,POINT (-11213.306894154246 1959654.499019622)
Nebraska,Pawnee County,2541,31133,55584,POINT (-20023.762835582296 1901730.6767453344)
Nebraska,Perkins County,2861,31135,67296,POINT (-472191.0642221722 1996377.498257872)
Nebraska,Phelps County,8977,31137,66287,POINT (-286834.7440361565 1949438.4679060895)
Nebraska,Pierce County,7344,31139,70906,POINT (-131223.47620094818 2141584.5886342977)
Nebraska,Platte County,34291,31141,67132,POINT (-125920.57973947522 2064083.0096333688)
Nebraska,Polk County,5218,31143,70813,POINT (-130353.97903033804 2021132.3189021477)
Nebraska,Red Willow County,10684,31145,60108,POINT (-377788.2825065398 1915558.210167315)
Nebraska,Richardson County,7860,31147,56121,POINT (23858.130069977116 1901005.7938544373)
Nebraska,Rock County,1265,31149,55648,POINT (-281907.6435542845 2163224.4102527197)
Nebraska,Saline County,14715,31151,72948,POINT (-95834.35166182362 1946283.332476705)
Nebraska,Sarpy County,191181,31153,98619,POINT (-9298.097219918738 2011672.4808372017)
Nebraska,Saunders County,22370,31155,86179,POINT (-53033.82700113516 2024672.8993393625)
Nebraska,Scotts Bluff County,36051,31157,56853,POINT (-634772.9579600875 2120002.7159343413)
Nebraska,Seward County,17610,31159,77778,POINT (-95267.72384935284 1985281.2331086155)
Nebraska,Sheridan County,5104,31161,55388,POINT (-523430.70821583463 2184813.993745819)
Nebraska,Sherman County,2953,31163,58456,POINT (-247506.70837378217 2027555.1702121128)
Nebraska,Sioux County,1141,31165,60806,POINT (-633023.9224198589 2191369.7598841917)
Nebraska,Stanton County,5822,31167,75068,POINT (-98335.96622254665 2102235.438248621)
Nebraska,Thayer County,5024,31169,61125,POINT (-134639.00881347083 1907858.6161389416)
Nebraska,Thomas County,674,31171,58818,POINT (-375097.4244291926 2110250.030018848)
Nebraska,Thurston County,6759,31173,57129,POINT (-44444.37603012571 2128634.1248864215)
Nebraska,Valley County,4058,31175,55050,POINT (-246794.74517105 2066375.5947496048)
Nebraska,Washington County,20926,31177,87368,POINT (-18226.00098138719 2058139.006622718)
Nebraska,Wayne County,9702,31179,65664,POINT (-91794.38423969597 2134875.432925453)
Nebraska,Webster County,3392,31181,62679,POINT (-211029.39512454896 1909520.1105510732)
Nebraska,Wheeler County,775,31183,55951,POINT (-208197.0968621965 2104158.3083629836)
Nebraska,York County,14105,31185,68440,POINT (-133501.6535325393 1985866.4054786037)
Nevada,Churchill County,25577,32001,70149,POINT (-1883982.683891351 2062512.266430069)
Nevada,Clark County,2275970,32003,70838,POINT (-1682558.662283854 1631534.9496548737)
Nevada,Douglas County,49529,32005,91960,POINT (-2007975.332472515 2015931.796436506)
Nevada,Elko County,53676,32007,88757,POINT (-1600645.6798934722 2178647.551144439)
Nevada,Esmeralda County,736,32009,57501,POINT (-1870772.706265163 1852452.2566263615)
Nevada,Eureka County,1853,32011,80291,POINT (-1702650.8561023455 2066731.622627636)
Nevada,Humboldt County,17272,32013,80255,POINT (-1817837.7252356652 2256967.802189952)
Nevada,Lander County,5727,32015,90190,POINT (-1767763.7782964811 2075652.9520924443)
Nevada,Lincoln County,4438,32017,63978,POINT (-1639436.285648489 1786005.238610801)
Nevada,Lyon County,59466,32019,74741,POINT (-1969326.2483929873 2018207.472274959)
Nevada,Mineral County,4555,32021,55704,POINT (-1919171.0349770563 1950733.7369289403)
Nevada,Nye County,51971,32023,51933,POINT (-1765909.046066443 1857860.4150422807)
Nevada,Pershing County,6620,32027,65315,POINT (-1866546.185779713 2157352.1122277025)
Nevada,Storey County,4107,32029,90171,POINT (-1986097.559905984 2071955.5704330895)
Nevada,Washoe County,487725,32031,80245,POINT (-1963725.3929922353 2206142.9563900265)
Nevada,White Pine County,9063,32033,67639,POINT (-1601143.927171715 1984067.8339147675)
Nevada,Carson City,58682,32510,62859,POINT (-2012028.4550580955 2044872.54671604)
New Hampshire,Belknap County,63774,33001,77531,POINT (1956543.2850401944 2534813.094659234)
New Hampshire,Carroll County,50240,33003,71981,POINT (1962762.3074207515 2577803.007685266)
New Hampshire,Cheshire County,76542,33005,76227,POINT (1907867.8997166983 2453382.5501210443)
New Hampshire,Coos County,31228,33007,52292,POINT (1931522.1383592857 2663486.918690181)
New Hampshire,Grafton County,91197,33009,81205,POINT (1913252.305159555 2572020.43989258)
New Hampshire,Hillsborough County,422929,33011,96415,POINT (1949765.128585138 2463898.7611606005)
New Hampshire,Merrimack County,154039,33013,84898,POINT (1942600.3798679048 2505831.3779761335)
New Hampshire,Rockingham County,314664,33015,107445,POINT (1994288.1337418975 2483479.6536322045)
New Hampshire,Strafford County,131074,33017,82845,POINT (1993667.6900264805 2518782.1323080184)
New Hampshire,Sullivan County,43069,33019,74700,POINT (1898316.2403587871 2501819.615763394)
New Jersey,Atlantic County,274196,34001,76108,POINT (1803933.74709109 2031598.0259852416)
New Jersey,Bergen County,953711,34003,113885,POINT (1815525.1736839383 2200850.556100697)
New Jersey,Burlington County,461694,34005,100188,POINT (1793044.741217097 2075233.7711423384)
New Jersey,Camden County,523151,34007,81372,POINT (1770484.5643908023 2061698.3052233995)
New Jersey,Cape May County,95051,34009,80845,POINT (1800125.548725351 1993279.198247944)
New Jersey,Cumberland County,153724,34011,60892,POINT (1769207.4815814006 2011836.056397272)
New Jersey,Essex County,860020,34013,74747,POINT (1804849.7205182556 2182555.209044137)
New Jersey,Gloucester County,302575,34015,97851,POINT (1758043.7419339097 2048858.860436108)
New Jersey,Hudson County,721909,34017,82361,POINT (1819412.7482601164 2182273.0872956454)
New Jersey,Hunterdon County,128793,34019,137334,POINT (1755954.813348402 2145696.831769772)
New Jersey,Mercer County,386492,34021,94832,POINT (1780035.3649402496 2118675.991252133)
New Jersey,Middlesex County,861460,34023,102073,POINT (1799960.6924721696 2141151.2487773527)
New Jersey,Monmouth County,642778,34025,117699,POINT (1820019.0829978385 2126174.831008481)
New Jersey,Morris County,508472,34027,131562,POINT (1778611.6950190305 2185221.4328345624)
New Jersey,Ocean County,638554,34029,81152,POINT (1824785.2500890756 2083993.4548696305)
New Jersey,Passaic County,523464,34031,78779,POINT (1794519.860858665 2208377.053197454)
New Jersey,Salem County,64843,34033,76005,POINT (1743969.4618683497 2030970.1084499652)
New Jersey,Somerset County,344788,34035,134735,POINT (1780156.1706352376 2151349.374668111)
New Jersey,Sussex County,143919,34037,111308,POINT (1759767.805331299 2212659.3618401745)
New Jersey,Union County,573680,34039,96483,POINT (1803151.0174593437 2167431.779577415)
New Jersey,Warren County,109520,34041,97729,POINT (1741898.9655910772 2176530.2337683863)
New Mexico,Bernalillo County,676882,35001,65034,POINT (-963163.9416083024 1386734.2604356671)
New Mexico,Catron County,3609,35003,44247,POINT (-1135467.5024219144 1279669.7885848305)
New Mexico,Chaves County,65153,35005,47855,POINT (-781593.3907110532 1178918.3776516092)
New Mexico,Cibola County,26969,35006,45674,POINT (-1084498.8191902852 1385664.4462308162)
New Mexico,Colfax County,12353,35007,49966,POINT (-765312.3388090772 1541433.3607840177)
New Mexico,Curry County,48374,35009,52463,POINT (-668060.5572618967 1304998.0918760998)
New Mexico,De Baca County,1683,35011,45208,POINT (-766927.6788752005 1287257.1211762205)
New Mexico,Do�a Ana County,220069,35013,52011,POINT (-1012127.8722967912 1088797.516368455)
New Mexico,Eddy County,62342,35015,65063,POINT (-775366.3173429661 1078224.2264058492)
New Mexico,Grant County,28214,35017,47099,POINT (-1150473.0832972487 1148888.8934828234)
New Mexico,Guadalupe County,4442,35019,43862,POINT (-796028.7376513159 1348391.3859070244)
New Mexico,Harding County,654,35021,45217,POINT (-699269.8504432782 1451569.182919528)
New Mexico,Hidalgo County,4163,35023,43610,POINT (-1193430.3412166084 1062005.2774127522)
New Mexico,Lea County,74643,35025,59194,POINT (-689586.7883028166 1107078.7731898895)
New Mexico,Lincoln County,20304,35027,54344,POINT (-868713.1387703507 1229757.2428609652)
New Mexico,Los Alamos County,19422,35028,139217,POINT (-921213.0325311203 1473804.2507534162)
New Mexico,Luna County,25457,35029,38796,POINT (-1099516.3925629929 1080108.4125200282)
New Mexico,McKinley County,72586,35031,43720,POINT (-1098592.7504038322 1462836.0112459203)
New Mexico,Mora County,4192,35033,45155,POINT (-798191.8859914353 1477668.7106924562)
New Mexico,Otero County,67866,35035,52787,POINT (-907262.4710023376 1106725.0365681306)
New Mexico,Quay County,8710,35037,39885,POINT (-681726.0537992186 1365487.9624056076)
New Mexico,Rio Arriba County,40268,35039,56353,POINT (-946792.1407925816 1549279.6455513574)
New Mexico,Roosevelt County,19153,35041,47854,POINT (-684914.5239706136 1244255.779521755)
New Mexico,Sandoval County,149301,35043,82862,POINT (-972792.082325964 1459532.8870319538)
New Mexico,San Juan County,121387,35045,51898,POINT (-1090263.2237054924 1566455.460901345)
New Mexico,San Miguel County,27128,35047,47675,POINT (-791800.7700943442 1417440.142092659)
New Mexico,Santa Fe County,155056,35049,72836,POINT (-895443.4061948985 1430580.8917670944)
New Mexico,Sierra County,11565,35051,40420,POINT (-1035353.1183461774 1178967.7405513732)
New Mexico,Socorro County,16559,35053,42280,POINT (-999844.6470978976 1273381.8838652207)
New Mexico,Taos County,34465,35055,48462,POINT (-852397.7179406278 1546864.2522950824)
New Mexico,Torrance County,15057,35057,48322,POINT (-894254.9208398293 1332982.96861943)
New Mexico,Union County,4073,35059,48545,POINT (-662489.2138352562 1518604.0486997834)
New Mexico,Valencia County,76507,35061,53275,POINT (-979996.2983430682 1350921.7852391312)
New York,Albany County,314024,36001,76997,POINT (1780118.1218918597 2385260.790334889)
New York,Allegany County,47358,36003,55466,POINT (1464323.4709349647 2278564.2441538167)
New York,Bronx County,1459323,36005,45864,POINT (1834376.3718973617 2197050.100187258)
New York,Broome County,198172,36007,60533,POINT (1644498.276290415 2304021.249355678)
New York,Cattaraugus County,76983,36009,52383,POINT (1412016.822658673 2267654.379959952)
New York,Cayuga County,76151,36011,64129,POINT (1567653.4917220168 2373795.7828048216)
New York,Chautauqua County,127370,36013,55644,POINT (1356910.8083200436 2255411.28844137)
New York,Chemung County,83677,36015,56664,POINT (1568575.0752308257 2285745.578270375)
New York,Chenango County,47079,36017,60755,POINT (1652849.6747080262 2344155.293364588)
New York,Clinton County,79715,36019,65272,POINT (1747980.6694559993 2623422.47235209)
New York,Columbia County,61419,36021,83533,POINT (1816792.7211628512 2353462.8198952875)
New York,Cortland County,46751,36023,58274,POINT (1613685.669840035 2347272.856782307)
New York,Delaware County,44230,36025,61424,POINT (1711424.5144459868 2323210.2189890947)
New York,Dutchess County,295913,36027,90740,POINT (1820371.3201478536 2298716.5539401006)
New York,Erie County,952353,36029,69888,POINT (1397466.3972383104 2323443.0504840105)
New York,Essex County,37288,36031,62376,POINT (1757099.7662469829 2553666.6300623915)
New York,Franklin County,47248,36033,59192,POINT (1704176.9702451522 2595406.4854962756)
New York,Fulton County,53111,36035,61512,POINT (1732222.112218503 2432948.098197852)
New York,Genesee County,58315,36037,68973,POINT (1435613.9221710658 2357873.067205362)
New York,Greene County,47761,36039,71433,POINT (1776765.449782682 2347177.0017980416)
New York,Hamilton County,5070,36041,62149,POINT (1712291.5042034478 2491005.772188386)
New York,Herkimer County,60031,36043,62197,POINT (1681864.895196759 2456339.0655702036)
New York,Jefferson County,116071,36045,58763,POINT (1589716.821329231 2507322.598821633)
New York,Kings County,2716455,36047,73244,POINT (1832930.804941513 2171948.497440284)
New York,Lewis County,26557,36049,64452,POINT (1634716.2420462118 2487675.1897329395)
New York,Livingston County,61596,36051,75077,POINT (1474285.1626038605 2333817.8378017293)
New York,Madison County,67951,36053,69851,POINT (1637827.9817366374 2389188.6156535367)
New York,Monroe County,757747,36055,68169,POINT (1472213.9800950051 2381289.3013713364)
New York,Montgomery County,49487,36057,58176,POINT (1735814.603278639 2409429.9169454365)
New York,Nassau County,1390584,36059,135528,POINT (1859531.2311436632 2190217.878008562)
New York,New York County,1679602,36061,95514,POINT (1827712.8155096069 2185711.8630739567)
New York,Niagara County,212133,36063,63565,POINT (1387287.3968183417 2371199.0853563915)
New York,Oneida County,231103,36065,63894,POINT (1648617.5221510362 2428962.944132508)
New York,Onondaga County,474218,36067,70939,POINT (1593911.4908011097 2389890.1160827335)
New York,Ontario County,112350,36069,76601,POINT (1509146.2336534772 2354989.4884358686)
New York,Orange County,400997,36071,88532,POINT (1784617.733833715 2248769.160828309)
New York,Orleans County,40069,36073,62900,POINT (1427198.77184011 2384630.2919703424)
New York,Oswego County,117450,36075,59335,POINT (1588324.7762283997 2436966.7617158503)
New York,Otsego County,58366,36077,68962,POINT (1695346.1915300095 2369466.3197437637)
New York,Putnam County,97628,36079,112167,POINT (1828661.4212226667 2261779.6067326777)
New York,Queens County,2389813,36081,80180,POINT (1841854.3481427848 2182587.8039131304)
New York,Rensselaer County,160888,36083,80040,POINT (1814164.2449486984 2406332.5976699614)
New York,Richmond County,495113,36085,91582,POINT (1817953.7506797097 2162540.826083354)
New York,Rockland County,337378,36087,99839,POINT (1813478.008493643 2226422.547233611)
New York,St. Lawrence County,108327,36089,59451,POINT (1647387.2320868303 2571911.047807674)
New York,Saratoga County,235811,36091,93341,POINT (1775829.0368039932 2442593.837480519)
New York,Schenectady County,159294,36093,74206,POINT (1768600.6319645057 2407361.15327376)
New York,Schoharie County,29761,36095,67975,POINT (1743422.6856272998 2375267.8094401336)
New York,Schuyler County,17861,36097,63233,POINT (1553796.435883721 2311590.849053576)
New York,Seneca County,33512,36099,65354,POINT (1549312.506522268 2355030.5825498826)
New York,Steuben County,93321,36101,60558,POINT (1515930.921345538 2289932.755275743)
New York,Suffolk County,1522175,36103,119253,POINT (1919681.6852893464 2221433.115512602)
New York,Sullivan County,78465,36105,63733,POINT (1739561.2889983323 2274276.4470404615)
New York,Tioga County,48354,36107,76197,POINT (1604505.082568704 2296584.2514525778)
New York,Tompkins County,99778,36109,72025,POINT (1584932.7530028073 2324581.407769747)
New York,Ulster County,181277,36111,79340,POINT (1775513.9634173028 2302570.1134746284)
New York,Warren County,65608,36113,69849,POINT (1765956.9875144989 2492221.0672758766)
New York,Washington County,61106,36115,67013,POINT (1804840.5811163613 2472747.889927397)
New York,Wayne County,91213,36117,70917,POINT (1524664.6118075324 2392696.8626478263)
New York,Westchester County,1001489,36119,108037,POINT (1834880.067286869 2232908.3646524916)
New York,Wyoming County,40201,36121,65526,POINT (1439427.2940385109 2324384.7709358884)
New York,Yates County,24720,36123,62637,POINT (1530307.0771269705 2334595.730635214)
North Carolina,Alamance County,171620,37001,61034,POINT (1474677.9636782955 1572722.3886105092)
North Carolina,Alexander County,36410,37003,67717,POINT (1320214.8776925923 1533213.305721961)
North Carolina,Alleghany County,10889,37005,49524,POINT (1314652.843447019 1597161.9775508496)
North Carolina,Anson County,22034,37007,48284,POINT (1433045.3319203365 1444058.6919502856)
North Carolina,Ashe County,26590,37009,54379,POINT (1283226.1181260196 1585325.278800635)
North Carolina,Avery County,17815,37011,53894,POINT (1251776.44929188 1540091.9722091015)
North Carolina,Beaufort County,44690,37013,54415,POINT (1711360.447167093 1554224.096560349)
North Carolina,Bertie County,17717,37015,44434,POINT (1687659.1005019138 1616035.7641925225)
North Carolina,Bladen County,29630,37017,46002,POINT (1577532.9994084935 1428646.5190717664)
North Carolina,Brunswick County,138167,37019,73536,POINT (1618647.7570915432 1374653.6024242954)
North Carolina,Buncombe County,269704,37021,67906,POINT (1205257.422194964 1480800.1498063258)
North Carolina,Burke County,87248,37023,60629,POINT (1276281.7226963656 1506886.0502743488)
North Carolina,Cabarrus County,227235,37025,79649,POINT (1385070.0059329453 1483021.9278497363)
North Carolina,Caldwell County,80584,37027,53586,POINT (1286983.07433976 1531413.6702825578)
North Carolina,Camden County,10407,37029,82620,POINT (1752220.5333078932 1660206.1191830318)
North Carolina,Carteret County,67695,37031,67806,POINT (1751439.2027107005 1494813.0734852224)
North Carolina,Caswell County,22473,37033,54215,POINT (1473666.746347247 1612319.6517488474)
North Carolina,Catawba County,160889,37035,63934,POINT (1321574.6334274388 1503946.862363948)
North Carolina,Chatham County,76662,37037,84516,POINT (1494021.383649166 1537558.381478943)
North Carolina,Cherokee County,28864,37039,51607,POINT (1076056.9082414203 1409583.9057356569)
North Carolina,Chowan County,13707,37041,55818,POINT (1718146.0506598812 1629155.9870872418)
North Carolina,Clay County,11145,37043,57698,POINT (1105554.5981421785 1404591.7819671277)
North Carolina,Cleveland County,99945,37045,53170,POINT (1297077.107825132 1463129.3050472117)
North Carolina,Columbus County,50475,37047,45379,POINT (1575943.5034054923 1389049.9794518952)
North Carolina,Craven County,101505,37049,63076,POINT (1698658.26066796 1510077.4073075764)
North Carolina,Cumberland County,337195,37051,58013,POINT (1545124.477892153 1472118.258905291)
North Carolina,Currituck County,28404,37053,76217,POINT (1768135.108711469 1666964.994384223)
North Carolina,Dare County,37038,37055,82052,POINT (1806056.273246721 1595316.751691864)
North Carolina,Davidson County,169050,37057,63590,POINT (1407832.7633514812 1532546.725723666)
North Carolina,Davie County,42894,37059,63436,POINT (1375916.4997508356 1543140.3476836716)
North Carolina,Duplin County,48668,37061,51270,POINT (1626992.6697039355 1474494.9461171995)
North Carolina,Durham County,322505,37063,79524,POINT (1520842.9067055103 1580196.895376128)
North Carolina,Edgecombe County,48780,37065,48770,POINT (1635975.251003758 1587834.1206695004)
North Carolina,Forsyth County,382634,37067,62992,POINT (1397878.5608879048 1569214.4453111908)
North Carolina,Franklin County,69028,37069,72415,POINT (1571608.2442677026 1594757.0369665725)
North Carolina,Gaston County,228625,37071,65430,POINT (1331391.776842062 1463743.398110099)
North Carolina,Gates County,10450,37073,66561,POINT (1702549.471174403 1662271.7020414274)
North Carolina,Graham County,8039,37075,50301,POINT (1093241.7490666516 1436126.9296530597)
North Carolina,Granville County,60151,37077,74120,POINT (1535113.515017775 1613199.6424170935)
North Carolina,Greene County,20438,37079,49992,POINT (1637990.924991813 1539537.0427713431)
North Carolina,Guilford County,538761,37081,63822,POINT (1439818.8585788007 1570769.5120785378)
North Carolina,Halifax County,48416,37083,44804,POINT (1623223.6763528013 1624647.4031721705)
North Carolina,Harnett County,133716,37085,65242,POINT (1534876.5382515131 1506768.4273708314)
North Carolina,Haywood County,62218,37087,62374,POINT (1166244.6808841105 1468651.1478021764)
North Carolina,Henderson County,116571,37089,65252,POINT (1214601.4639551009 1451174.784155277)
North Carolina,Hertford County,21787,37091,43871,POINT (1679788.1536653594 1647803.4209568049)
North Carolina,Hoke County,52249,37093,60903,POINT (1509156.5880811375 1462359.0981760933)
North Carolina,Hyde County,4514,37095,48068,POINT (1773850.0208586568 1559733.8909901516)
North Carolina,Iredell County,187696,37097,73446,POINT (1349004.9211684717 1524951.954348272)
North Carolina,Jackson County,42146,37099,58491,POINT (1156084.08470583 1437372.0450987855)
North Carolina,Johnston County,217426,37101,80612,POINT (1576574.558636543 1531502.2356906184)
North Carolina,Jones County,9145,37103,56079,POINT (1676943.9388288355 1494451.408943734)
North Carolina,Lee County,63402,37105,58244,POINT (1505553.8790419938 1513715.9749024755)
North Carolina,Lenoir County,55058,37107,46410,POINT (1646123.6288486433 1512930.7541506132)
North Carolina,Lincoln County,87169,37109,78615,POINT (1324281.6856085667 1484326.3179299892)
North Carolina,McDowell County,44554,37111,54042,POINT (1247251.0624851892 1494326.591595129)
North Carolina,Macon County,37095,37113,53832,POINT (1133470.6811195558 1418590.902718633)
North Carolina,Madison County,21295,37115,54137,POINT (1185325.729455018 1505403.0047628756)
North Carolina,Martin County,21959,37117,44445,POINT (1680134.3220023983 1588739.242933181)
North Carolina,Mecklenburg County,1116263,37119,80645,POINT (1362820.1001807095 1463146.3204681326)
North Carolina,Mitchell County,14898,37121,53555,POINT (1232084.615015678 1529807.5075748032)
North Carolina,Montgomery County,25720,37123,55313,POINT (1443744.6718986435 1486458.6463316297)
North Carolina,Moore County,100293,37125,84458,POINT (1481435.8426214657 1490406.8159430637)
North Carolina,Nash County,95159,37127,55406,POINT (1600575.6858136717 1587009.555462318)
North Carolina,New Hanover County,226442,37129,70995,POINT (1646820.855441235 1401317.9738154723)
North Carolina,Northampton County,17439,37131,51550,POINT (1642247.2545708306 1646737.9712982753)
North Carolina,Onslow County,205111,37133,62190,POINT (1676264.4127253904 1460455.5833668082)
North Carolina,Orange County,143732,37135,87780,POINT (1498775.154256989 1578995.310669365)
North Carolina,Pamlico County,12312,37137,59845,POINT (1734572.3872661272 1520934.7217353254)
North Carolina,Pasquotank County,40270,37139,59066,POINT (1745510.863073364 1650684.417783079)
North Carolina,Pender County,60625,37141,73663,POINT (1638268.4658900022 1429865.2168788586)
North Carolina,Perquimans County,13022,37143,60665,POINT (1734055.7228509232 1638123.6725401415)
North Carolina,Person County,39187,37145,61302,POINT (1505344.5097187525 1617625.1283837669)
North Carolina,Pitt County,173643,37147,57319,POINT (1662241.5260475664 1556808.9426973567)
North Carolina,Polk County,19380,37149,61585,POINT (1243093.2597797518 1448560.2521649858)
North Carolina,Randolph County,144407,37151,58037,POINT (1445297.121605416 1529724.4417420118)
North Carolina,Richmond County,42725,37153,44383,POINT (1464126.796069823 1452787.2060385586)
North Carolina,Robeson County,115967,37155,39931,POINT (1528541.710602108 1423048.9191170137)
North Carolina,Rockingham County,91214,37157,52494,POINT (1434958.291745326 1605885.6141863824)
North Carolina,Rowan County,146909,37159,61105,POINT (1383013.8021186348 1511300.3640694793)
North Carolina,Rutherford County,64357,37161,53485,POINT (1263102.428761743 1465425.085152993)
North Carolina,Sampson County,59070,37163,52248,POINT (1587025.5990461872 1473094.8845393588)
North Carolina,Scotland County,33420,37165,45996,POINT (1491322.4380700374 1438726.48447183)
North Carolina,Stanly County,62679,37167,58642,POINT (1413191.5219889174 1479578.9182274889)
North Carolina,Stokes County,44579,37169,56259,POINT (1394206.2516218028 1599622.8749911948)
North Carolina,Surry County,71371,37171,49524,POINT (1354348.3414336764 1594512.9948520183)
North Carolina,Swain County,14103,37173,55462,POINT (1122169.3108571689 1455249.7471343991)
North Carolina,Transylvania County,33258,37175,62173,POINT (1188144.7645721943 1432278.5917178465)
North Carolina,Tyrrell County,3234,37177,42514,POINT (1761692.5564559002 1608798.0386657352)
North Carolina,Union County,239688,37179,95079,POINT (1394343.0786878122 1439381.298795162)
North Carolina,Vance County,42559,37181,49961,POINT (1555207.483720024 1624402.703157515)
North Carolina,Wake County,1130694,37183,97099,POINT (1545496.600465539 1556536.539253869)
North Carolina,Warren County,18601,37185,47170,POINT (1580834.4647258855 1632495.4289367376)
North Carolina,Washington County,10981,37187,46072,POINT (1727204.453431152 1597765.9156579836)
North Carolina,Watauga County,54470,37189,57888,POINT (1268831.2859723717 1560254.729482789)
North Carolina,Wayne County,117772,37191,55635,POINT (1611883.1804558178 1520671.9449255867)
North Carolina,Wilkes County,65872,37193,48229,POINT (1316572.14644632 1565066.110919022)
North Carolina,Wilson County,79301,37195,51535,POINT (1611983.6130357184 1559650.6953273024)
North Carolina,Yadkin County,37253,37197,61464,POINT (1361473.6245891675 1566730.154480984)
North Carolina,Yancey County,18496,37199,54455,POINT (1220224.0523194992 1515650.8076799798)
North Dakota,Adams County,2181,38001,57593,POINT (-505290.62267218786 2584996.424294675)
North Dakota,Barnes County,10842,38003,67058,POINT (-158002.75898307483 2662264.6540347873)
North Dakota,Benson County,5940,38005,56605,POINT (-252403.90216834203 2790169.823558517)
North Dakota,Billings County,934,38007,85947,POINT (-562854.9523309753 2692104.2006900976)
North Dakota,Bottineau County,6375,38009,69351,POINT (-359430.22799371724 2874456.0445458046)
North Dakota,Bowman County,2981,38011,75386,POINT (-581775.2345924524 2592472.771545828)
North Dakota,Burke County,2192,38013,75931,POINT (-484119.6357614615 2881864.451104639)
North Dakota,Burleigh County,98589,38015,83111,POINT (-341106.7761366446 2673278.3903660993)
North Dakota,Cass County,184897,38017,70002,POINT (-95175.21643336744 2660762.721495351)
North Dakota,Cavalier County,3700,38019,73221,POINT (-183378.09448215456 2865670.9571330943)
North Dakota,Dickey County,4960,38021,56326,POINT (-193970.3319787199 2571689.5606949697)
North Dakota,Divide County,2205,38023,70513,POINT (-555741.7539396515 2889862.823166478)
North Dakota,Dunn County,4098,38025,82490,POINT (-502384.9994579552 2724294.808635968)
North Dakota,Eddy County,2321,38027,58848,POINT (-219457.0868136272 2750337.202899936)
North Dakota,Emmons County,3291,38029,60952,POINT (-327319.9171410631 2595611.1382785505)
North Dakota,Foster County,3388,38031,83156,POINT (-218699.10604084103 2721598.9152744333)
North Dakota,Golden Valley County,1719,38033,64823,POINT (-599406.1782160582 2685741.245859645)
North Dakota,Grand Forks County,73132,38035,64914,POINT (-109564.18169680728 2770280.6709253327)
North Dakota,Grant County,2291,38037,43988,POINT (-434803.394863561 2609465.5074747037)
North Dakota,Griggs County,2301,38039,59332,POINT (-169829.60055834896 2720309.898544249)
North Dakota,Hettinger County,2468,38041,66192,POINT (-497712.16849492857 2621932.1075768275)
North Dakota,Kidder County,2392,38043,56951,POINT (-288133.8859863133 2671123.8533333973)
North Dakota,LaMoure County,4096,38045,77744,POINT (-195311.0876795284 2610187.846137752)
North Dakota,Logan County,1880,38047,60695,POINT (-267824.5026974186 2612517.718200892)
North Dakota,McHenry County,5316,38049,65378,POINT (-346627.5404389343 2812308.7275313404)
North Dakota,McIntosh County,2516,38051,57614,POINT (-266459.998862116 2574123.909806002)
North Dakota,McKenzie County,14776,38053,84206,POINT (-558218.3121035062 2771343.590328417)
North Dakota,McLean County,9763,38055,79935,POINT (-402313.1717711682 2746164.7119756024)
North Dakota,Mercer County,8348,38057,90092,POINT (-443757.2785524275 2715945.531620704)
North Dakota,Morton County,33322,38059,75133,POINT (-405043.0850961018 2647614.6036100085)
North Dakota,Mountrail County,9803,38061,74094,POINT (-476358.85877406126 2816302.19695238)
North Dakota,Nelson County,2999,38063,59947,POINT (-165002.75313743 2771504.715475743)
North Dakota,Oliver County,1868,38065,79521,POINT (-407279.73789296864 2692320.7898508543)
North Dakota,Pembina County,6826,38067,69141,POINT (-115418.16423322112 2863482.3380109356)
North Dakota,Pierce County,3975,38069,59007,POINT (-297067.36559492606 2811816.1051399987)
North Dakota,Ramsey County,11584,38071,71307,POINT (-203788.30932738187 2810717.9149082555)
North Dakota,Ransom County,5693,38073,76130,POINT (-127683.63645547086 2608597.2437458597)
North Dakota,Renville County,2282,38075,71271,POINT (-420911.79758398794 2869950.301244119)
North Dakota,Richland County,16532,38077,74253,POINT (-73271.09302745064 2586505.1704745907)
North Dakota,Rolette County,12200,38079,50598,POINT (-285494.7056760575 2868978.2973501277)
North Dakota,Sargent County,3843,38081,75325,POINT (-126401.81917742592 2569982.09025801)
North Dakota,Sheridan County,1262,38083,56922,POINT (-328785.4042780361 2738969.9243411776)
North Dakota,Sioux County,3881,38085,43721,POINT (-390494.4424160729 2579817.009404347)
North Dakota,Slope County,702,38087,69249,POINT (-574221.0819059659 2629091.895900098)
North Dakota,Stark County,33835,38089,86963,POINT (-509769.2180932117 2664401.983264598)
North Dakota,Steele County,1790,38091,81081,POINT (-131052.54216939028 2719297.222178466)
North Dakota,Stutsman County,21554,38093,65633,POINT (-225585.9081758849 2668798.1653555147)
